000012	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10
000017	10	10	10	10	10	10	10	10	10	10	10	10	5	10	4	10	10	10	10	10
000023	10	7	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
000023	10	7	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
000023	10	7	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10
000023	10	8	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
000023	10	8	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
000023	10	8	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10
000023	10	4	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
000023	10	4	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
000023	10	4	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10
000026	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10
000032	5	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	10	10	10
000032	5	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	10	10	10
000032	1	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	10	10	10
000032	1	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	10	10	10
000033	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
000033	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
000033	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
000034	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10
000034	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10
000035	10	10	10	10	10	10	10	10	10	10	8	10	10	10	4	10	10	10	10	10
000035	10	10	10	10	10	10	10	10	10	10	8	10	10	10	5	10	10	10	10	10
000035	10	10	10	10	10	10	10	10	10	10	8	10	10	10	9	10	10	10	10	10
000036	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10
000042	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10
000042	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	10
000044	10	10	10	10	10	10	10	5	5	10	10	10	10	10	10	10	10	10	10	10
000047	10	10	10	10	10	10	5	10	6	10	10	10	10	10	10	10	10	10	10	10
000048	10	10	4	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10
000061	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
000061	10	10	10	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
000064	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
000066	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	10	10	10
000066	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	10	10	10
000066	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	10	10	10
000073	10	10	10	5	10	10	10	10	10	10	10	10	10	10	4	5	10	10	10	10
000073	10	10	10	5	10	10	10	10	10	10	10	10	10	10	4	4	10	10	10	10
000077	10	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10
000077	10	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10
000078	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10
000078	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10
000083	10	10	10	10	10	10	5	10	10	10	10	10	10	10	3	10	10	10	10	10
000083	10	10	10	10	10	10	5	10	10	10	10	10	10	10	1	10	10	10	10	10
000083	10	10	10	10	10	10	5	10	10	10	10	10	10	10	4	10	10	10	10	10
000083	10	10	10	10	10	10	5	10	10	10	10	10	10	10	1	10	10	10	10	10
000083	10	10	10	10	10	10	5	10	10	10	10	10	10	10	1	10	10	10	10	10
000089	10	10	10	10	10	10	10	10	5	10	10	10	10	10	4	10	10	10	10	10
000089	10	10	10	10	10	10	10	10	5	10	10	10	10	10	8	10	10	10	10	10
000089	10	10	10	10	10	10	10	10	5	10	10	10	10	10	6	10	10	10	10	10
000091	10	10	10	10	10	10	7	10	10	10	10	10	10	10	10	10	10	10	10	10
000091	10	10	10	10	10	10	7	10	10	10	10	10	10	10	10	10	10	10	10	10
000091	10	10	10	10	10	10	7	10	10	10	10	10	10	10	10	10	10	10	10	10
000104	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	6
000104	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	6
000112	10	10	10	10	10	10	10	10	5	10	10	4	10	10	10	10	10	10	10	10
000122	10	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10
000129	10	7	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
000129	10	7	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
000129	10	7	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10
000129	10	8	10	10	10	10	10	10	10	10	10	10	10	10	4	10	10	10	10	10
